created_date,title,id,url,perf_flag,importance,summary_5lines
2022-06-19,[운영] 띵동코딩 우피 제작 방법,a2861ad0-08df-436c-90cb-7983f0fe21cc,https://www.notion.so/a2861ad008df436c90cb7983f0fe21cc,no,2,"우피링크/8-4-4-4-?
[제목] [운영] 띵동코딩 우피 제작 방법
[날짜] 2022-06-19
[링크] https://www.notion.so/a2861ad008df436c90cb7983f0fe21cc
"
2022-08-12,제목없음,1c37d378-a294-4fd2-812c-2be7af49bbbc,https://www.notion.so/1c37d378a2944fd2812c2be7af49bbbc,no,1,"[제목] 제목없음
[날짜] 2022-08-12
[링크] https://www.notion.so/1c37d378a2944fd2812c2be7af49bbbc

"
2022-08-26,제목없음,45235efb-cfd8-4a57-b0de-1f925720eea0,https://www.notion.so/45235efbcfd84a57b0de1f925720eea0,no,1,"[제목] 제목없음
[날짜] 2022-08-26
[링크] https://www.notion.so/45235efbcfd84a57b0de1f925720eea0

"
2022-09-02,제목없음,f6872106-9e97-4867-94a4-57cf0e146e5e,https://www.notion.so/f68721069e97486794a457cf0e146e5e,no,1,"[제목] 제목없음
[날짜] 2022-09-02
[링크] https://www.notion.so/f68721069e97486794a457cf0e146e5e

"
2022-09-04,기획 위클리 스크럼 #1,f8d9f129-16cf-4c55-a252-73dfb88c0a29,https://www.notion.so/1-f8d9f12916cf4c55a25273dfb88c0a29,yes,4,"형) 9월 OKR 이렇게 확정해도 될까요?
이번주 우선순위
지표 체크
온라인 전환
내배단 전환"
