created_date,title,id,url,object_type,methods
2025-05-30,"[NBC-Story] 000님, 반갑습니다. ",2032dc3e-f514-803a-9875-c73d4b879802,https://www.notion.so/NBC-Story-000-2032dc3ef514803a9875c73d4b879802,page,페이지 생성자
2025-05-21,[Story] 템플릿 v1,1fa2dc3e-f514-8021-bd48-f208dd9aa319,https://www.notion.so/Story-v1-1fa2dc3ef5148021bd48f208dd9aa319,page,페이지 생성자
2025-04-10,그로스 스쿼드 HUB,1d12dc3e-f514-80ab-9c39-da949fff3473,https://www.notion.so/HUB-1d12dc3ef51480ab9c39da949fff3473,page,페이지 생성자
2025-09-06,[Story] ,2662dc3e-f514-81da-98ce-cf73bec938d8,https://www.notion.so/Story-2662dc3ef51481da98cecf73bec938d8,page,페이지 생성자
2025-09-06,[Story] 신규 사업 결제 생성 백오피스화,2662dc3e-f514-81cb-a4a6-d820a3396d07,https://www.notion.so/Story-2662dc3ef51481cba4a6d820a3396d07,page,페이지 생성자
2025-09-06,[Story] 엠플리튜드 & 브레이즈 로그 작업 및 QA로그 ,2662dc3e-f514-81e6-8bd0-c1900addd3f2,https://www.notion.so/Story-QA-2662dc3ef51481e68bd0c1900addd3f2,page,페이지 생성자
2025-09-06,[Story] KDT 프레이머 연동 작업,2662dc3e-f514-81fa-a18a-ed2d18d4d8f5,https://www.notion.so/Story-KDT-2662dc3ef51481faa18aed2d18d4d8f5,page,페이지 생성자
2025-09-06,[Story] SC 리브랜딩 홈페이지 작업,2662dc3e-f514-81e2-87e6-ecb5a556b513,https://www.notion.so/Story-SC-2662dc3ef51481e287e6ecb5a556b513,page,페이지 생성자
2025-09-06,[NBC-Story] 랜딩 CTA 비즈니스 로직 확인(검증) ,2662dc3e-f514-81c5-be26-deaadf785f36,https://www.notion.so/NBC-Story-CTA-2662dc3ef51481c5be26deaadf785f36,page,페이지 생성자
2025-09-06,"[NBC-Story] 지원, 슬랙 설치 이메일 통일",2662dc3e-f514-81e3-9abd-d02468337167,https://www.notion.so/NBC-Story-2662dc3ef51481e39abdd02468337167,page,페이지 생성자
2025-09-06,"[NBC-Story] 오민규님, 반갑습니다. ",2662dc3e-f514-8135-bc41-ff751974f711,https://www.notion.so/NBC-Story-2662dc3ef5148135bc41ff751974f711,page,페이지 생성자
2025-09-06,[NBC-Story] KDT 트랙수료알림 웹훅,2662dc3e-f514-81ec-9413-dd44d38cdb8d,https://www.notion.so/NBC-Story-KDT-2662dc3ef51481ec9413dd44d38cdb8d,page,페이지 생성자
2025-09-06,[NBC-Story] 내일배움캠프 GNB∙LNB 네이밍 변경,2662dc3e-f514-81c9-9cce-d7aa94aa20e5,https://www.notion.so/NBC-Story-GNB-LNB-2662dc3ef51481c99cced7aa94aa20e5,page,페이지 생성자
2025-09-06,"[NBC-Story] Floating CTA 내, 공유하기  기능 제거 ABT",2662dc3e-f514-8102-aa20-f425b92c7f8a,https://www.notion.so/NBC-Story-Floating-CTA-ABT-2662dc3ef5148102aa20f425b92c7f8a,page,페이지 생성자
2025-09-06,[NBC-Story] KDT 슬랙봇 - 리드 상세 URL 추가,2662dc3e-f514-81d1-991b-cdc713066012,https://www.notion.so/NBC-Story-KDT-URL-2662dc3ef51481d1991bcdc713066012,page,페이지 생성자
2025-09-06,[NBC-Story] 서류합/불 정책 정리 & 서류 보류 리드 파이프라인 추가,2662dc3e-f514-81db-a7f5-e2b348ebc6a6,https://www.notion.so/NBC-Story-2662dc3ef51481dba7f5e2b348ebc6a6,page,페이지 생성자
